node_id,node_coordinate,lat,lon
2084865405,"(45.000157, 38.786062)",45.000157,38.786062
2084865419,"(45.000209, 38.78624)",45.000209,38.78624
2084865415,"(45.000635, 38.786367)",45.000635,38.786367
1177666485,"(45.000155, 38.790987)",45.000155,38.790987
460024978,"(45.002356, 38.802385)",45.002356,38.802385
460024969,"(45.002008, 38.802387)",45.002008,38.802387
460024974,"(45.001572, 38.80239)",45.001572,38.80239
460024834,"(45.000923, 38.802393)",45.000923,38.802393
2129083538,"(45.001926, 38.822559)",45.001926,38.822559
2130840032,"(45.000606, 38.819116)",45.000606,38.819116
2129083488,"(45.000094, 38.817997)",45.000094,38.817997
367381298,"(45.000692, 38.821295)",45.000692,38.821295
2130840039,"(45.003552, 38.82692)",45.003552,38.82692
2123720009,"(45.003141, 38.827595)",45.003141,38.827595
2133574059,"(45.001718, 38.8537)",45.001718,38.8537
578488486,"(45.001886, 38.852988)",45.001886,38.852988
367381446,"(45.000664, 38.854066)",45.000664,38.854066
994739985,"(45.000399, 38.854346)",45.000399,38.854346
578488461,"(44.999829, 38.855179)",44.999829,38.855179
578488497,"(45.000088, 38.863619)",45.000088,38.863619
2227794211,"(45.000095, 38.863476)",45.000095,38.863476
578488496,"(45.000141, 38.863354)",45.000141,38.863354
578488494,"(45.000356, 38.863196)",45.000356,38.863196
578488492,"(45.000469, 38.863054)",45.000469,38.863054
578488490,"(45.000405, 38.862647)",45.000405,38.862647
578488488,"(45.000199, 38.862274)",45.000199,38.862274
578488480,"(44.999897, 38.861828)",44.999897,38.861828
961819852,"(44.999962, 38.869667)",44.999962,38.869667
2090148708,"(45.000749, 38.868739)",45.000749,38.868739
578486115,"(45.000175, 38.868686)",45.000175,38.868686
2090148710,"(45.00116, 38.868171)",45.00116,38.868171
2090148718,"(45.001086, 38.867977)",45.001086,38.867977
2090148709,"(45.000786, 38.867784)",45.000786,38.867784
961819748,"(45.001263, 38.869617)",45.001263,38.869617
2927269838,"(45.001384, 38.869566)",45.001384,38.869566
961819642,"(45.001509, 38.869591)",45.001509,38.869591
961819850,"(45.001868, 38.869607)",45.001868,38.869607
2090139420,"(45.001908, 38.869619)",45.001908,38.869619
578488514,"(45.000682, 38.867411)",45.000682,38.867411
578486110,"(45.000554, 38.867817)",45.000554,38.867817
578486112,"(45.000307, 38.868567)",45.000307,38.868567
578486108,"(45.000786, 38.867399)",45.000786,38.867399
578486106,"(45.000921, 38.867317)",45.000921,38.867317
578486103,"(45.000982, 38.867322)",45.000982,38.867322
578488512,"(45.000026, 38.867074)",45.000026,38.867074
578488516,"(45.001238, 38.867433)",45.001238,38.867433
578488515,"(45.001312, 38.867116)",45.001312,38.867116
578488519,"(45.001381, 38.867018)",45.001381,38.867018
578488518,"(45.001492, 38.866921)",45.001492,38.866921
578488509,"(45.001592, 38.866773)",45.001592,38.866773
2227794248,"(45.001629, 38.866493)",45.001629,38.866493
578488505,"(45.001617, 38.866324)",45.001617,38.866324
2227794246,"(45.001573, 38.866185)",45.001573,38.866185
578488502,"(45.001479, 38.866039)",45.001479,38.866039
2227794243,"(45.001411, 38.865862)",45.001411,38.865862
578488499,"(45.000601, 38.864589)",45.000601,38.864589
578488498,"(45.000179, 38.863952)",45.000179,38.863952
578488517,"(45.001162, 38.867537)",45.001162,38.867537
961819861,"(45.001417, 38.867895)",45.001417,38.867895
578486134,"(45.00152, 38.867963)",45.00152,38.867963
578486131,"(45.001853, 38.868131)",45.001853,38.868131
578486128,"(45.001965, 38.868306)",45.001965,38.868306
961819715,"(45.001939, 38.869582)",45.001939,38.869582
961819820,"(45.002438, 38.86914)",45.002438,38.86914
961819726,"(45.0006, 38.872391)",45.0006,38.872391
961819897,"(45.000507, 38.871954)",45.000507,38.871954
961819806,"(45.000315, 38.871165)",45.000315,38.871165
961819884,"(45.000554, 38.87288)",45.000554,38.87288
578486141,"(45.000669, 38.872813)",45.000669,38.872813
578486144,"(45.001026, 38.872645)",45.001026,38.872645
2090142762,"(45.000508, 38.873268)",45.000508,38.873268
2090142760,"(45.000444, 38.873579)",45.000444,38.873579
2090142761,"(45.000372, 38.873847)",45.000372,38.873847
2090142765,"(45.000266, 38.87409)",45.000266,38.87409
2090142759,"(45.000116, 38.874253)",45.000116,38.874253
578486138,"(45.000331, 38.872987)",45.000331,38.872987
4892663257,"(44.999752, 38.873173)",44.999752,38.873173
578486147,"(45.00176, 38.872308)",45.00176,38.872308
578486150,"(45.002141, 38.872104)",45.002141,38.872104
2090139455,"(45.001063, 38.87194)",45.001063,38.87194
2090139453,"(45.001019, 38.871617)",45.001019,38.871617
2090139468,"(45.001037, 38.871495)",45.001037,38.871495
2090139432,"(45.001071, 38.871409)",45.001071,38.871409
2090139470,"(45.001127, 38.871362)",45.001127,38.871362
2090139438,"(45.001223, 38.871227)",45.001223,38.871227
2090139417,"(45.001341, 38.871179)",45.001341,38.871179
2090139436,"(45.001447, 38.871093)",45.001447,38.871093
2090139415,"(45.001527, 38.870916)",45.001527,38.870916
2090139450,"(45.001576, 38.870696)",45.001576,38.870696
2090139434,"(45.001677, 38.870579)",45.001677,38.870579
2090139409,"(45.001857, 38.870529)",45.001857,38.870529
2090139444,"(45.001996, 38.87052)",45.001996,38.87052
2090139476,"(45.002058, 38.870411)",45.002058,38.870411
2090140257,"(45.001089, 38.871246)",45.001089,38.871246
2090140247,"(45.001076, 38.87115)",45.001076,38.87115
2090140245,"(45.001056, 38.871037)",45.001056,38.871037
2090140251,"(45.001046, 38.870909)",45.001046,38.870909
2090140246,"(45.001067, 38.870815)",45.001067,38.870815
2090140255,"(45.001108, 38.870774)",45.001108,38.870774
2090140248,"(45.00114, 38.870693)",45.00114,38.870693
2090140253,"(45.001152, 38.870598)",45.001152,38.870598
2090140250,"(45.001163, 38.870402)",45.001163,38.870402
2090140249,"(45.001163, 38.870224)",45.001163,38.870224
2090140254,"(45.001163, 38.870001)",45.001163,38.870001
2090140252,"(45.001161, 38.86986)",45.001161,38.86986
961819675,"(45.001132, 38.869722)",45.001132,38.869722
961819784,"(45.001004, 38.86974)",45.001004,38.86974
961819878,"(45.000791, 38.869776)",45.000791,38.869776
961819707,"(45.000657, 38.869816)",45.000657,38.869816
961819926,"(45.000434, 38.869809)",45.000434,38.869809
2090139447,"(45.001914, 38.869719)",45.001914,38.869719
2090139423,"(45.001944, 38.869736)",45.001944,38.869736
2090139426,"(45.001989, 38.869752)",45.001989,38.869752
3450932420,"(45.001619, 38.928967)",45.001619,38.928967
3450932418,"(45.001596, 38.92871)",45.001596,38.92871
3450932423,"(45.001739, 38.929176)",45.001739,38.929176
4599292488,"(45.000944, 38.930258)",45.000944,38.930258
4599292487,"(45.000756, 38.930202)",45.000756,38.930202
4599292486,"(45.00225, 38.930643)",45.00225,38.930643
3450932415,"(45.00149, 38.928944)",45.00149,38.928944
3450932409,"(45.001309, 38.929043)",45.001309,38.929043
1326595894,"(45.00052, 38.9288)",45.00052,38.9288
1546432427,"(45.000072, 38.928652)",45.000072,38.928652
3450932421,"(45.001687, 38.928197)",45.001687,38.928197
3450932394,"(45.000358, 38.927748)",45.000358,38.927748
1739011031,"(45.003451, 38.929774)",45.003451,38.929774
495338239,"(44.998491, 38.928542)",44.998491,38.928542
1546432424,"(45.000016, 38.92881)",45.000016,38.92881
495338241,"(45.000893, 38.929075)",45.000893,38.929075
4822697195,"(45.001123, 38.929157)",45.001123,38.929157
4822697594,"(45.001679, 38.92936)",45.001679,38.92936
1739084449,"(45.000315, 38.930212)",45.000315,38.930212
1933755768,"(45.002309, 38.930066)",45.002309,38.930066
1933755760,"(45.001976, 38.930925)",45.001976,38.930925
4599257594,"(45.000122, 38.931366)",45.000122,38.931366
4599257596,"(45.000196, 38.930917)",45.000196,38.930917
4599257598,"(45.000262, 38.930512)",45.000262,38.930512
4599292589,"(45.000888, 38.930625)",45.000888,38.930625
1120060489,"(45.000781, 38.934522)",45.000781,38.934522
4667638270,"(45.001019, 38.935298)",45.001019,38.935298
1120060963,"(45.001242, 38.935123)",45.001242,38.935123
1120060689,"(45.001446, 38.935168)",45.001446,38.935168
1120061003,"(45.002085, 38.935096)",45.002085,38.935096
1933755738,"(45.001057, 38.935424)",45.001057,38.935424
4667638259,"(45.00238, 38.936856)",45.00238,38.936856
1120060846,"(45.000604, 38.934319)",45.000604,38.934319
296362144,"(45.002076, 38.932637)",45.002076,38.932637
1546432451,"(45.001885, 38.932532)",45.001885,38.932532
1739084462,"(45.000024, 38.931968)",45.000024,38.931968
638984910,"(44.999748, 38.939146)",44.999748,38.939146
1933755755,"(45.001628, 38.938075)",45.001628,38.938075
1933755748,"(45.001465, 38.938039)",45.001465,38.938039
3803878320,"(45.001384, 38.937678)",45.001384,38.937678
1933755758,"(45.00171, 38.937491)",45.00171,38.937491
638984911,"(45.000999, 38.93952)",45.000999,38.93952
638984909,"(45.001145, 38.938408)",45.001145,38.938408
724110029,"(45.00075, 38.941717)",45.00075,38.941717
724109999,"(44.999254, 38.940205)",44.999254,38.940205
993590029,"(45.000853, 38.94065)",45.000853,38.94065
724110000,"(44.998807, 38.941235)",44.998807,38.941235
344643474,"(45.000594, 38.942912)",45.000594,38.942912
2086111430,"(45.003227, 38.942301)",45.003227,38.942301
344643760,"(45.002074, 38.94245)",45.002074,38.94245
344643762,"(45.00198, 38.942483)",45.00198,38.942483
344643467,"(45.001386, 38.943317)",45.001386,38.943317
344643466,"(45.000715, 38.945582)",45.000715,38.945582
344643455,"(45.00037, 38.946733)",45.00037,38.946733
4250036760,"(45.001686, 38.943507)",45.001686,38.943507
4250036766,"(45.001996, 38.942686)",45.001996,38.942686
4250036755,"(45.001314, 38.946991)",45.001314,38.946991
344643717,"(45.000598, 38.949229)",45.000598,38.949229
344643544,"(45.000801, 38.948542)",45.000801,38.948542
638984932,"(45.00118, 38.947437)",45.00118,38.947437
344643727,"(45.002173, 38.944765)",45.002173,38.944765
638984916,"(45.001763, 38.9456)",45.001763,38.9456
344643725,"(45.001466, 38.946485)",45.001466,38.946485
344643462,"(44.999482, 38.94625)",44.999482,38.94625
344643566,"(45.000281, 38.943969)",45.000281,38.943969
997563852,"(45.001452, 38.942815)",45.001452,38.942815
344643757,"(45.001005, 38.943021)",45.001005,38.943021
344643817,"(45.000265, 38.949436)",45.000265,38.949436
3955094377,"(45.000059, 38.949528)",45.000059,38.949528
344643815,"(44.999878, 38.949567)",44.999878,38.949567
295170452,"(45.001411, 38.955459)",45.001411,38.955459
295170467,"(45.00166, 38.957294)",45.00166,38.957294
295170461,"(45.001623, 38.956184)",45.001623,38.956184
295170482,"(45.001661, 38.958429)",45.001661,38.958429
295170480,"(45.001665, 38.959397)",45.001665,38.959397
4918098622,"(45.000306, 38.956558)",45.000306,38.956558
4918098621,"(45.000455, 38.957155)",45.000455,38.957155
4918097820,"(45.000165, 38.957277)",45.000165,38.957277
4918097819,"(45.000112, 38.957081)",45.000112,38.957081
3055592935,"(44.999314, 38.95668)",44.999314,38.95668
3655620326,"(45.000656, 38.955926)",45.000656,38.955926
3749155670,"(45.001197, 38.955794)",45.001197,38.955794
3749155658,"(45.0011, 38.955969)",45.0011,38.955969
3749155601,"(45.000671, 38.956281)",45.000671,38.956281
295170489,"(45.001669, 38.960222)",45.001669,38.960222
1116835249,"(45.000664, 38.959995)",45.000664,38.959995
1116834929,"(45.000506, 38.959849)",45.000506,38.959849
1116835042,"(45.000027, 38.959881)",45.000027,38.959881
3749155563,"(45.00005, 38.958936)",45.00005,38.958936
3749155566,"(45.000069, 38.958408)",45.000069,38.958408
1116835227,"(45.000142, 38.95827)",45.000142,38.95827
1116835146,"(45.000582, 38.958152)",45.000582,38.958152
1116835144,"(45.00166, 38.95805)",45.00166,38.95805
295170464,"(45.001686, 38.961204)",45.001686,38.961204
1116835051,"(45.001559, 38.956285)",45.001559,38.956285
3749198918,"(45.000382, 38.967326)",45.000382,38.967326
484796426,"(44.999705, 38.961446)",44.999705,38.961446
1116802255,"(45.000318, 38.96157)",45.000318,38.96157
1116802251,"(45.000292, 38.961648)",45.000292,38.961648
1116801835,"(45.000228, 38.961795)",45.000228,38.961795
295162298,"(45.001603, 38.96121)",45.001603,38.96121
1116801869,"(45.00003, 38.96193)",45.00003,38.96193
1116801831,"(45.000794, 38.96279)",45.000794,38.96279
1116801973,"(45.000638, 38.962414)",45.000638,38.962414
1116802037,"(44.999986, 38.962157)",44.999986,38.962157
295162850,"(44.99965, 38.962538)",44.99965,38.962538
3966542305,"(45.001223, 38.963776)",45.001223,38.963776
295169774,"(45.003833, 38.960943)",45.003833,38.960943
1116802136,"(45.000615, 38.962146)",45.000615,38.962146
1116802161,"(45.000686, 38.962299)",45.000686,38.962299
1116802018,"(45.000114, 38.961684)",45.000114,38.961684
1116802183,"(45.000064, 38.961811)",45.000064,38.961811
295169626,"(45.001514, 38.968202)",45.001514,38.968202
495333439,"(45.0009, 38.963209)",45.0009,38.963209
1999275091,"(45.000952, 38.963077)",45.000952,38.963077
495333429,"(45.000117, 38.962601)",45.000117,38.962601
1116762410,"(45.001952, 38.963464)",45.001952,38.963464
1116802198,"(45.001523, 38.96294)",45.001523,38.96294
1116801864,"(45.001968, 38.963332)",45.001968,38.963332
1116801883,"(45.001046, 38.962518)",45.001046,38.962518
1116801796,"(45.000912, 38.962518)",45.000912,38.962518
1116801919,"(45.000868, 38.962623)",45.000868,38.962623
1116762385,"(45.002035, 38.964101)",45.002035,38.964101
1116802114,"(45.00196, 38.963069)",45.00196,38.963069
1116801803,"(45.001518, 38.962682)",45.001518,38.962682
1116802088,"(45.001596, 38.962513)",45.001596,38.962513
1116801939,"(45.00195, 38.962852)",45.00195,38.962852
1116762372,"(45.002065, 38.963447)",45.002065,38.963447
1116801921,"(45.001882, 38.963655)",45.001882,38.963655
434572436,"(45.001862, 38.963711)",45.001862,38.963711
1999275092,"(45.001836, 38.963774)",45.001836,38.963774
495333433,"(45.001789, 38.963911)",45.001789,38.963911
3749198926,"(45.0012, 38.967969)",45.0012,38.967969
295169622,"(45.001284, 38.96874)",45.001284,38.96874
295169623,"(45.00114, 38.968942)",45.00114,38.968942
295169620,"(45.00092, 38.969034)",45.00092,38.969034
1109032938,"(45.001714, 38.973697)",45.001714,38.973697
1109032949,"(45.001879, 38.972717)",45.001879,38.972717
1109032951,"(45.001974, 38.972649)",45.001974,38.972649
355848477,"(44.999667, 38.972719)",44.999667,38.972719
2974506736,"(45.00413, 38.981593)",45.00413,38.981593
355848482,"(45.002551, 38.975702)",45.002551,38.975702
2974502516,"(45.002231, 38.977141)",45.002231,38.977141
2974502483,"(44.997943, 38.974319)",44.997943,38.974319
355848451,"(45.00186, 38.977164)",45.00186,38.977164
299886135,"(45.00256, 38.978165)",45.00256,38.978165
355848592,"(44.995695, 38.973601)",44.995695,38.973601
2974502510,"(45.00104, 38.978497)",45.00104,38.978497
2974502513,"(45.001482, 38.979082)",45.001482,38.979082
2974502501,"(45.000453, 38.977705)",45.000453,38.977705
2974502500,"(45.000403, 38.978163)",45.000403,38.978163
2974502499,"(45.000335, 38.97854)",45.000335,38.97854
2974502498,"(45.000319, 38.978694)",45.000319,38.978694
2974502508,"(45.00075, 38.973206)",45.00075,38.973206
2974502497,"(45.000275, 38.97897)",45.000275,38.97897
3471631931,"(44.998276, 38.975983)",44.998276,38.975983
2086164803,"(45.002155, 38.975144)",45.002155,38.975144
2086164799,"(45.001722, 38.97582)",45.001722,38.97582
299886140,"(44.998909, 38.973049)",44.998909,38.973049
3451446159,"(45.000695, 38.975533)",45.000695,38.975533
2086165922,"(45.000911, 38.975819)",45.000911,38.975819
2974502507,"(45.000713, 38.975803)",45.000713,38.975803
2974502506,"(45.000659, 38.976112)",45.000659,38.976112
2974502504,"(45.000589, 38.976701)",45.000589,38.976701
2974502488,"(44.999609, 38.975332)",44.999609,38.975332
2086164805,"(45.001307, 38.976355)",45.001307,38.976355
2086165919,"(45.00133, 38.975214)",45.00133,38.975214
355848483,"(45.001705, 38.976952)",45.001705,38.976952
355848476,"(45.001876, 38.973796)",45.001876,38.973796
354907625,"(45.003838, 38.974535)",45.003838,38.974535
2974502514,"(45.002019, 38.97981)",45.002019,38.97981
2974502526,"(45.003153, 38.981352)",45.003153,38.981352
2974502489,"(44.999986, 38.980253)",44.999986,38.980253
2974502491,"(45.000046, 38.980105)",45.000046,38.980105
2974502492,"(45.000116, 38.979911)",45.000116,38.979911
2974502493,"(45.000128, 38.97984)",45.000128,38.97984
2974502494,"(45.000154, 38.979592)",45.000154,38.979592
2974502511,"(45.001122, 38.97976)",45.001122,38.97976
2974502496,"(45.000225, 38.979326)",45.000225,38.979326
2974502495,"(45.000155, 38.97946)",45.000155,38.97946
2974502485,"(44.9988, 38.97974)",44.9988,38.97974
2974502490,"(44.999993, 38.980303)",44.999993,38.980303
722872820,"(44.999357, 38.988364)",44.999357,38.988364
2228583975,"(45.000196, 38.987751)",45.000196,38.987751
2228583970,"(44.999862, 38.986299)",44.999862,38.986299
722872838,"(45.001236, 38.990653)",45.001236,38.990653
722872937,"(44.999752, 38.989351)",44.999752,38.989351
2096003447,"(45.001294, 38.990882)",45.001294,38.990882
722872813,"(45.001343, 38.997592)",45.001343,38.997592
2228583997,"(45.001725, 38.990324)",45.001725,38.990324
2228583972,"(45.000049, 38.998036)",45.000049,38.998036
688022432,"(44.999678, 38.99171)",44.999678,38.99171
688022408,"(44.999995, 38.998341)",44.999995,38.998341
722872855,"(45.000264, 38.998631)",45.000264,38.998631
2228583977,"(45.000289, 38.999006)",45.000289,38.999006
2096003499,"(45.000254, 38.999405)",45.000254,38.999405
722872830,"(45.000163, 38.999705)",45.000163,38.999705
2096003455,"(45.000079, 38.999716)",45.000079,38.999716
2228583978,"(45.000338, 38.99821)",45.000338,38.99821
2228583979,"(45.000442, 38.998169)",45.000442,38.998169
2228583984,"(45.000664, 38.998222)",45.000664,38.998222
2228583990,"(45.000922, 38.998115)",45.000922,38.998115
2228583991,"(45.001163, 38.998085)",45.001163,38.998085
2228583993,"(45.001319, 38.998147)",45.001319,38.998147
2228583995,"(45.001416, 38.998062)",45.001416,38.998062
2228583994,"(45.001392, 38.997776)",45.001392,38.997776
2228583967,"(44.999471, 39.001334)",44.999471,39.001334
2824053734,"(45.000136, 39.005814)",45.000136,39.005814
1327741759,"(44.999807, 39.005487)",44.999807,39.005487
722872817,"(45.000502, 39.008033)",45.000502,39.008033
2631291371,"(45.001992, 39.014297)",45.001992,39.014297
2631291368,"(45.001832, 39.014824)",45.001832,39.014824
2631291367,"(45.00181, 39.014897)",45.00181,39.014897
3814254651,"(45.001694, 39.01546)",45.001694,39.01546
4732147930,"(45.000389, 39.020852)",45.000389,39.020852
4732147929,"(45.000461, 39.020812)",45.000461,39.020812
4732147928,"(45.000514, 39.02089)",45.000514,39.02089
4732147927,"(45.000524, 39.021016)",45.000524,39.021016
4732147926,"(45.000503, 39.021201)",45.000503,39.021201
4732147925,"(45.000205, 39.02222)",45.000205,39.02222
3239661022,"(45.001001, 39.020842)",45.001001,39.020842
3239661027,"(45.001044, 39.021259)",45.001044,39.021259
2631291329,"(44.998893, 39.017193)",44.998893,39.017193
2631291341,"(45.000127, 39.018243)",45.000127,39.018243
2631291339,"(45.000048, 39.018438)",45.000048,39.018438
2631291337,"(44.999947, 39.016662)",44.999947,39.016662
2631291342,"(45.0003, 39.017058)",45.0003,39.017058
2631291344,"(45.000511, 39.017253)",45.000511,39.017253
2631291345,"(45.000683, 39.017393)",45.000683,39.017393
2631291351,"(45.000909, 39.01731)",45.000909,39.01731
2631291353,"(45.000986, 39.017243)",45.000986,39.017243
2631291354,"(45.001089, 39.017152)",45.001089,39.017152
2631291356,"(45.001219, 39.016817)",45.001219,39.016817
2631291357,"(45.001271, 39.0163)",45.001271,39.0163
2631291359,"(45.001412, 39.015999)",45.001412,39.015999
2631291360,"(45.001548, 39.015911)",45.001548,39.015911
2631291361,"(45.001678, 39.015539)",45.001678,39.015539
1074704998,"(45.001297, 39.019875)",45.001297,39.019875
1074704559,"(45.001196, 39.019952)",45.001196,39.019952
1074705398,"(45.001182, 39.020073)",45.001182,39.020073
1074704918,"(45.001284, 39.020164)",45.001284,39.020164
1074705646,"(45.001358, 39.020262)",45.001358,39.020262
1074705328,"(45.001431, 39.020441)",45.001431,39.020441
1074704822,"(45.001483, 39.020671)",45.001483,39.020671
1074704726,"(45.001615, 39.020922)",45.001615,39.020922
1074704580,"(45.00186, 39.021171)",45.00186,39.021171
1074705146,"(45.001706, 39.02107)",45.001706,39.02107
2312970285,"(45.002106, 39.018867)",45.002106,39.018867
1773440657,"(45.001118, 39.021368)",45.001118,39.021368
1773440658,"(45.001347, 39.021608)",45.001347,39.021608
1773440659,"(45.001468, 39.021779)",45.001468,39.021779
4677056624,"(45.002021, 39.025619)",45.002021,39.025619
4677056625,"(45.001815, 39.025941)",45.001815,39.025941
3239661026,"(45.001432, 39.023737)",45.001432,39.023737
3239661024,"(45.001343, 39.023874)",45.001343,39.023874
3489043424,"(45.001119, 39.02357)",45.001119,39.02357
2509156081,"(45.001084, 39.023522)",45.001084,39.023522
2509156080,"(45.001037, 39.023461)",45.001037,39.023461
1494348551,"(45.001883, 39.024097)",45.001883,39.024097
4732147820,"(45.000084, 39.023556)",45.000084,39.023556
4732147924,"(44.999856, 39.022875)",44.999856,39.022875
1074705412,"(45.001859, 39.021273)",45.001859,39.021273
1074704933,"(45.001708, 39.021543)",45.001708,39.021543
1074705342,"(45.001685, 39.021647)",45.001685,39.021647
1074704839,"(45.00172, 39.021753)",45.00172,39.021753
3489034092,"(45.001923, 39.022016)",45.001923,39.022016
3489034090,"(45.002365, 39.021457)",45.002365,39.021457
1885912662,"(45.000992, 39.026332)",45.000992,39.026332
1885912665,"(45.001257, 39.025953)",45.001257,39.025953
1885912659,"(45.001422, 39.025701)",45.001422,39.025701
1494348530,"(45.001552, 39.025397)",45.001552,39.025397
1494348534,"(45.001609, 39.025231)",45.001609,39.025231
1494348528,"(45.001519, 39.025112)",45.001519,39.025112
1494348524,"(45.001484, 39.024973)",45.001484,39.024973
1494348527,"(45.001518, 39.024883)",45.001518,39.024883
1494348539,"(45.001728, 39.024348)",45.001728,39.024348
4807608877,"(45.001811, 39.024198)",45.001811,39.024198
1494348546,"(45.00183, 39.024163)",45.00183,39.024163
4677056620,"(45.001794, 39.026641)",45.001794,39.026641
4677056621,"(45.001439, 39.02722)",45.001439,39.02722
4732147810,"(45.001054, 39.022664)",45.001054,39.022664
4732147811,"(45.00081, 39.023063)",45.00081,39.023063
4732147812,"(45.001058, 39.023368)",45.001058,39.023368
295164382,"(45.000496, 39.024298)",45.000496,39.024298
295164379,"(45.000156, 39.024956)",45.000156,39.024956
3489043422,"(45.00101, 39.023503)",45.00101,39.023503
4732147816,"(45.000827, 39.023786)",45.000827,39.023786
4732147817,"(45.000789, 39.023741)",45.000789,39.023741
4732147818,"(45.000651, 39.023558)",45.000651,39.023558
4732147819,"(45.00038, 39.023945)",45.00038,39.023945
3489034993,"(45.001801, 39.022216)",45.001801,39.022216
295164377,"(45.000006, 39.025259)",45.000006,39.025259
3489034996,"(45.000089, 39.024883)",45.000089,39.024883
4732147815,"(45.000463, 39.022789)",45.000463,39.022789
4732147814,"(45.000812, 39.022333)",45.000812,39.022333
2493507079,"(45.001896, 39.023963)",45.001896,39.023963
295172610,"(45.001834, 39.024027)",45.001834,39.024027
1074705602,"(45.001963, 39.022066)",45.001963,39.022066
1773440660,"(45.001837, 39.022258)",45.001837,39.022258
2828631569,"(45.000854, 39.034068)",45.000854,39.034068
2831832197,"(45.001289, 39.033035)",45.001289,39.033035
2831832196,"(45.001346, 39.033001)",45.001346,39.033001
2831832195,"(45.001533, 39.033007)",45.001533,39.033007
2831832194,"(45.001717, 39.032903)",45.001717,39.032903
2831832193,"(45.001802, 39.032866)",45.001802,39.032866
2831832192,"(45.001889, 39.032875)",45.001889,39.032875
4732146661,"(45.002166, 39.031328)",45.002166,39.031328
4732146660,"(45.001984, 39.031285)",45.001984,39.031285
4732146659,"(45.001671, 39.030912)",45.001671,39.030912
1069223317,"(45.002118, 39.033153)",45.002118,39.033153
